行号	实体id	需要哪个官方表的哪一列/公式	我们这边的来源(文件:行 或 "空")	判据
4297	tbl:Affix(301 id)|id=196	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:197	公式求值相等
4298	tbl:Affix(301 id)|id=197	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:198	公式求值相等
4299	tbl:Affix(301 id)|id=198	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:199	公式求值相等
4300	tbl:Affix(301 id)|id=199	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:200	公式求值相等
4301	tbl:Affix(301 id)|id=200	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:201	公式求值相等
4302	tbl:Affix(301 id)|id=201	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:202	公式求值相等
4303	tbl:Affix(301 id)|id=202	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:203	公式求值相等
4304	tbl:Affix(301 id)|id=203	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:204	公式求值相等
4305	tbl:Affix(301 id)|id=204	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:205	公式求值相等
4306	tbl:Affix(301 id)|id=205	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:206	公式求值相等
4307	tbl:Affix(301 id)|id=206	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:207	公式求值相等
4308	tbl:Affix(301 id)|id=207	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:208	公式求值相等
4309	tbl:Affix(301 id)|id=208	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:209	公式求值相等
4310	tbl:Affix(301 id)|id=209	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:210	公式求值相等
4311	tbl:Affix(301 id)|id=210	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:211	公式求值相等
4312	tbl:Affix(301 id)|id=211	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:212	公式求值相等
4313	tbl:Affix(301 id)|id=212	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:213	公式求值相等
4314	tbl:Affix(301 id)|id=213	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:214	公式求值相等
4315	tbl:Affix(301 id)|id=214	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:215	公式求值相等
4316	tbl:Affix(301 id)|id=215	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:216	公式求值相等
4317	tbl:Affix(301 id)|id=216	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:217	公式求值相等
4318	tbl:Affix(301 id)|id=217	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:218	公式求值相等
4319	tbl:Affix(301 id)|id=218	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:219	公式求值相等
4320	tbl:Affix(301 id)|id=219	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:220	公式求值相等
4321	tbl:Affix(301 id)|id=220	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:221	公式求值相等
4322	tbl:Affix(301 id)|id=221	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:222	公式求值相等
4323	tbl:Affix(301 id)|id=222	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:223	公式求值相等
4324	tbl:Affix(301 id)|id=223	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:224	公式求值相等
4325	tbl:Affix(301 id)|id=224	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:225	公式求值相等
4326	tbl:Affix(301 id)|id=225	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:226	公式求值相等
4327	tbl:Affix(301 id)|id=226	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:227	公式求值相等
4328	tbl:Affix(301 id)|id=227	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:228	公式求值相等
4329	tbl:Affix(301 id)|id=228	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:229	公式求值相等
4330	tbl:Affix(301 id)|id=229	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:230	公式求值相等
4331	tbl:Affix(301 id)|id=230	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:231	公式求值相等
4332	tbl:Affix(301 id)|id=231	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:232	公式求值相等
4333	tbl:Affix(301 id)|id=232	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:233	公式求值相等
4334	tbl:Affix(301 id)|id=233	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:234	公式求值相等
4335	tbl:Affix(301 id)|id=234	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:235	公式求值相等
4336	tbl:Affix(301 id)|id=235	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:236	公式求值相等
4337	tbl:Affix(301 id)|id=236	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:237	公式求值相等
4338	tbl:Affix(301 id)|id=237	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:238	公式求值相等
4339	tbl:Affix(301 id)|id=238	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:239	公式求值相等
4340	tbl:Affix(301 id)|id=239	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:240	公式求值相等
