# 状态矩阵（T0 全量覆盖）—— 行数必须 == 实体清单的 Σ状态数
# 口径：状态取**枚举值 + 边界值**（阈值上下各一 / 0 / 上限 / 超界）；⛔ 不取"任意帧"、⛔ 不做笛卡尔全组合
# 「实测 / 结论 / 证据」三列本片**故意留空** = 红行（先出表后修，判据由后续按维度的片填）
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
维度	实体	状态/事件	边界值	期望表现(出处)	实测	结论	证据
D2几何	tile:Tiles/moor_objects/030	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:164 (键 moor_objects/030  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/030.png)	被区域布局引用 2 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:164、client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2331）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:164
D2几何	tile:Tiles/moor_objects/031	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156 (键 moor_objects/031  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png（7910 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png
D2几何	tile:Tiles/moor_objects/031	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156 (键 moor_objects/031  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:532 (tile idx=31) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png
D2几何	tile:Tiles/moor_objects/031	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156 (键 moor_objects/031  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png)	被区域布局引用 2 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156、client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2345）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156
D2几何	tile:Tiles/moor_objects/032	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_objects/032  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png（7925 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png
D2几何	tile:Tiles/moor_objects/032	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_objects/032  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:550 (tile idx=32) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png
D2几何	tile:Tiles/moor_objects/032	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_objects/032  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png)	被区域布局引用 2 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154、client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2336）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154
D2几何	tile:Tiles/moor_objects/033	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153 (键 moor_objects/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png（7916 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png
D2几何	tile:Tiles/moor_objects/033	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153 (键 moor_objects/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:568 (tile idx=33) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png
D2几何	tile:Tiles/moor_objects/033	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153 (键 moor_objects/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png)	被区域布局引用 2 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153、client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2330）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153
D2几何	tile:Tiles/moor_objects/034	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338 (键 moor_objects/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png（7784 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png
D2几何	tile:Tiles/moor_objects/034	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338 (键 moor_objects/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:586 (tile idx=34) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png
D2几何	tile:Tiles/moor_objects/034	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338 (键 moor_objects/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338）	一致	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338
D2几何	tile:Tiles/moor_objects/035	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004 (键 moor_objects/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png（7294 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png
D2几何	tile:Tiles/moor_objects/035	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004 (键 moor_objects/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:604 (tile idx=35) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png
D2几何	tile:Tiles/moor_objects/035	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004 (键 moor_objects/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004）	一致	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004
D2几何	tile:Tiles/moor_objects/036	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png（6974 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png
D2几何	tile:Tiles/moor_objects/036	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_objects/manifest.json:622 (tile idx=36) + client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png
D2几何	tile:Tiles/moor_objects/036	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png)	被区域布局引用 2 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146、client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2339）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146
D2几何	tile:Tiles/moor_river/000	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png（4903 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png
D2几何	tile:Tiles/moor_river/000	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:10 (tile idx=0) + client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png
D2几何	tile:Tiles/moor_river/000	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130
D2几何	tile:Tiles/moor_river/001	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png（4689 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png
D2几何	tile:Tiles/moor_river/001	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:28 (tile idx=1) + client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png
D2几何	tile:Tiles/moor_river/001	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128
D2几何	tile:Tiles/moor_river/002	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png（4442 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png
D2几何	tile:Tiles/moor_river/002	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:46 (tile idx=2) + client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png
D2几何	tile:Tiles/moor_river/002	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143
D2几何	tile:Tiles/moor_river/003	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png（4557 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png
D2几何	tile:Tiles/moor_river/003	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:64 (tile idx=3) + client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png
D2几何	tile:Tiles/moor_river/003	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142
D2几何	tile:Tiles/moor_river/004	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png（6765 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png
D2几何	tile:Tiles/moor_river/004	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:82 (tile idx=4) + client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png
D2几何	tile:Tiles/moor_river/004	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130
D2几何	tile:Tiles/moor_river/005	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png（7433 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png
D2几何	tile:Tiles/moor_river/005	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:100 (tile idx=5) + client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png
D2几何	tile:Tiles/moor_river/005	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128
D2几何	tile:Tiles/moor_river/006	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png（7742 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png
D2几何	tile:Tiles/moor_river/006	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:118 (tile idx=6) + client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png
D2几何	tile:Tiles/moor_river/006	落格生成（在区域 layout 中被引用）	阈值: 被引用 0 格 = 未接线	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png)	被区域布局引用 1 处（client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143）	一致	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143
D2几何	tile:Tiles/moor_river/007	存在（瓦片文件在盘）	阈值: 0 个文件 = 缺瓦片	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png)	盘上存在 client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png（7747 字节）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png
D2几何	tile:Tiles/moor_river/007	尺寸/朝向（manifest w h orientation）	边界: orientation 0 / 上限 15	判据出处：client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png)	manifest w×h=160×128 orientation=0；PNG 头部 160×128	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:136 (tile idx=7) + client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png
